fname,event
dataset\AknesDataFiles\DataSamples\Slope_LF\2016_298_36_358608.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2016_343_36_370534.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2017_306_45_388747.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2017_338_45_398432.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2018_011_45_394176.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2018_078_36_398834.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2018_104_36_389267.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2018_106_45_389672.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2018_202_45_398447.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2018_328_45_390870.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2020_111_36_415461.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2020_111_39_415580.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2020_115_39_416919.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2020_162_39_424110.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_LF\2020_178_30_425161.dat,Slope_LF
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_008_36_114933.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_010_45_115112.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_020_63_115896.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_022_63_116048.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_022_63_116052.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_023_45_116244.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_025_36_116332.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_032_36_117125.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_032_45_117135.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_033_45_117308.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_035_54_117802.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_036_54_117849.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_040_54_118214.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_041_54_118371.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_045_54_118663.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_056_54_119690.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_064_54_120396.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_067_54_120727.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_067_54_120784.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_067_54_120788.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_068_54_120825.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_076_36_121602.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_081_63_122181.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_081_63_122183.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_085_54_123272.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_104_54_127124.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_113_54_128452.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_283_72_168941.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2007_356_36_175465.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2008_024_63_179688.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2008_026_45_179839.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2008_075_36_187279.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2008_080_72_188123.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2008_084_36_188776.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2008_102_45_192776.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2008_121_54_198757.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_008_36_219486.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_009_36_219600.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_027_45_222027.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_045_63_223239.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_065_54_224332.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_075_54_225188.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_103_36_229482.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_168_54_241614.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_248_54_248330.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_294_45_253894.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_295_36_253968.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_313_36_108730.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_314_45_108792.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_316_54_109004.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_323_36_110183.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_324_36_110249.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2009_339_63_111468.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_078_63_119911.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_115_36_123446.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_119_36_124320.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_121_54_124604.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_127_45_125093.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_127_45_125194.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_134_45_125838.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_147_54_128122.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_150_45_128299.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_211_54_133550.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_239_45_136366.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_247_45_137112.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_364_63_147958.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2010_365_45_148032.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_003_45_148346.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_012_54_148787.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_015_63_139149.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_017_54_139285.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_024_45_139696.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_027_54_139847.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_027_63_139837.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_035_45_140313.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_041_54_140787.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_043_54_140856.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_043_54_140864.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_043_54_140893.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_043_63_140904.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_045_54_140967.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_046_54_141031.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_050_63_141192.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_050_63_141225.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_061_54_141948.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_063_45_142173.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_065_45_142263.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_068_63_142434.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_074_63_142684.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_075_36_142733.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_077_36_142873.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_077_36_142877.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_085_63_143609.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_088_45_143763.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_089_54_143851.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_092_63_144476.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_096_54_145173.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_096_63_145240.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_101_45_146008.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_108_45_147201.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_113_45_148040.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_113_54_148052.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_113_63_148028.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_119_54_148764.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_120_45_148989.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_126_54_149448.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_137_54_150406.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_137_63_150434.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_140_36_150926.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_140_54_150913.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_163_36_154195.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_172_45_154683.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_173_36_154738.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_181_45_155176.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_181_63_155174.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_182_45_155254.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_185_36_155410.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_191_54_155756.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_220_63_157324.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_225_45_157613.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_226_36_157655.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_230_36_157943.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_240_45_158833.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_247_45_159231.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2011_330_54_171866.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2012_149_45_207634.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_025_36_236926.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_029_45_237030.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_044_36_237683.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_133_45_241439.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_138_45_241920.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_162_36_243123.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_167_36_243586.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_206_36_238869.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_208_45_239103.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_235_54_241384.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_296_54_244563.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_317_45_246460.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2013_340_45_248481.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_024_45_243845.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_087_45_244117.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_087_45_244188.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_125_54_247716.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_139_45_249081.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_170_45_251398.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_180_54_240793.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_231_45_245096.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_272_45_249654.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_358_36_265268.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_361_36_265443.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2014_362_36_265558.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_004_45_266587.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_022_45_269249.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_063_36_273982.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_063_36_274016.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_064_36_274140.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_075_54_275732.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_095_36_279835.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_107_63_282930.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_111_36_285274.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_148_54_296223.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_158_54_297921.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_178_45_300423.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_184_54_300906.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_192_36_301598.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_266_45_302831.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_314_36_304265.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_347_36_310854.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_352_63_312367.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_354_54_312629.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_356_36_313168.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_363_36_314264.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2015_365_45_314766.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_067_54_330017.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_082_45_332570.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_094_36_334483.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_106_45_336776.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_110_45_337288.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_139_54_303936.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_147_63_305645.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_147_63_305654.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_156_36_306935.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_164_36_307896.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_167_45_308697.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_176_45_309891.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_224_36_326662.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_265_36_343986.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_265_54_344439.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_290_63_354774.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_305_54_360561.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_307_54_361148.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_308_54_361264.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_311_54_361638.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_319_36_363292.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_326_45_364624.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_327_54_364655.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_331_45_365680.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_333_36_366429.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_347_45_371861.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_362_36_375967.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2016_365_54_376903.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2018_017_36_394971.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2018_020_45_395239.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2018_048_36_397146.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2020_094_36_413343.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2020_270_39_433860.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Multi\2020_291_30_435208.dat,Slope_Multi
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_051_45_183185.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_067_63_185312.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_072_54_186628.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_073_36_186847.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_073_63_186761.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_075_72_187300.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_100_72_192352.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_102_72_192684.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_106_36_193809.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_106_45_193758.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_106_63_193944.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_119_36_198045.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_122_36_199488.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_124_45_199880.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_127_54_201251.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_136_36_203510.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_137_45_203747.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_146_45_204929.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_150_45_205331.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_153_45_205706.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_192_36_201219.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_204_36_201771.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2008_338_36_216781.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_088_54_226460.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_097_45_227951.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_105_45_230021.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_107_63_230468.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_124_63_233987.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_134_45_235740.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_146_36_237561.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_167_36_241397.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_167_36_241404.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_274_36_251568.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_274_36_251586.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_274_36_251627.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_297_45_254633.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_315_45_108965.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_338_54_111346.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_338_54_111349.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_338_54_111366.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_338_54_111369.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_342_36_111989.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_342_45_111985.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_342_45_111999.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_343_45_112158.dat,Slope_Tremor
dataset\AknesDataFiles\DataSamples\Slope_Tremor\2009_345_36_112511.dat,Slope_Tremor
